"SITE","STONE","DISC_CIRC","DISC_WHEN","DISC_WHO","SUBSQ_HIST","CURRENT_SEtting","CURRENT_LOcation","LOC_NOTES","MON_FORM","FORM_NOTES","COMPLETENEss","PRESERVATIon","PRESCONDNOtes","M_SOURCE","M_HEIGHT","M_HT_STATUs","M_WIDTH","M_WDTH_STAtus","M_THICKNESs","M_THCK_STAtus","I_SOURCE","I_HT_FEET","I_HT_INCHEs","I_HT_STATUs","I_WD_FEET","I_WD_INCHEs","I_WDTH_STAtus","I_TH_FEET","I_TH_INCHEs","I_THCK_STAtus","STONE_TYPE","NO_CARVED","DECOR_NOTEs","VISITED"
SLIAN,1,"first mentioned",1873,"J. Rhys",,"in struct",earliest,,pilsc,,complete,some,,converted,0.89,actual,0.2,actual,0.01,ind,Macalister/1945,2,11,actual,0,7.75,actual,0,0.1,ind,,1,,
SNCL1,1,"first mentioned",1690,"E. Lhwyd",,"in display",other,,pilsc,,incomplete,some,,converted,1.19,actual,0.36,actual,0.15,actual,Macalister/1945,3,11,actual,1,2,actual,0,6,actual,,1,,
SNCL1,2,"first mentioned",1690,"E. Lhwyd",,"in display",other,,pilsp,,complete,some,,converted,1.35,actual,0.38,actual,0.27,actual,Macalister/1945,4,5,actual,1,3,actual,0,10.5,actual,,0,,
SNCL2,1,"first mentioned",1810,Fenton,,"in struct","on site",,pills,,incomplete,some,,converted,0.45,actual,0.84,actual,0,ind,Macalister/1945,1,5.75,actual,2,9,actual,0,0.01,ind,,1,,
SOURT,1,"first mentioned",1874,"C.S. Bate",,"in ground",other,,fscuc,,complete,some,,Okasha/1993,3.32,visible,0.45,actual,0.29,actual,converted,10,10.75,visible,1,5.75,actual,0,11.5,actual,,1,,
SPOLE,1,"first mentioned",1852,"Westwood, J. O.",,unattch,"on site",,pillp,,complete,some,,converted,1.68,actual,0.53,actual,0.1,actual,Macalister/1945,5,6,actual,1,9,actual,0,4,actual,,0,,
SPTTL,1,"first mentioned",1861,"Longueville Jones, H",,unattch,"on site",,pilsp,,complete,good,,converted,1.47,visible,0.53,actual,0.46,actual,Macalister/1945,4,10,visible,1,9,actual,1,6,actual,,0,,
STISL,1,"first mentioned",1910,"O'Connor, Canon",,inc,earliest,,inc,,complete,poor,,converted,0.33,actual,0.28,actual,0,inc,Macalister,1,1,actual,0,11,actual,0,0,inc,,1,,
STKEW,1,"in/on structure",1924,"Dalton Jackson, H.",,"on ground","on site",,pilsp,,frgmntry,some,,Okasha/1993,0.72,actual,0.37,actual,0.39,actual,Macalister/1945,2,4.75,actual,1,2,actual,1,1,actual,,1,,
STNIN,1,recognised,1877,"G. Goudie",,inc,inc,,slbns,,incomplete,some,,Forsyth/1996,0.76,actual,0.26,actual,0.45,actual,converted,2,6,actual,0,10.25,actual,1,5.75,actual,,0,,
STNTN,1,"first mentioned",1880,"Westwood, J. O.",,unattch,"on site",,pilsp,,complete,good,,converted,1.24,actual,0.51,actual,0.27,actual,Macalister/1945,4,1,actual,1,8,actual,0,10.5,actual,,1,,
STWFD,1,recognised,1838,"Johnes, Rev.",,"in ground","on site",,pilsp,,complete,good,,Okasha/1993,1.6,visible,0.39,actual,0.43,actual,converted,5,3,visible,1,3.25,actual,1,5,actual,,0,,
SVNSS,1,"first mentioned",1693,"E. Lhwyd",,"in display",museum,,pilsp,,frgmntry,poor,,RCAHMW/1976,1.1,actual,0.24,actual,0.2,actual,Macalister/1945,3,6.75,actual,0,8.75,actual,0,7.5,actual,,0,,
TALYB,1,"first mentioned",1698,"E. Lhwyd",,lost,lost,,pilsc,,n/a,n/a,,n/a,,ind,,ind,,ind,n/a,,,ind,,,ind,,,ind,,1,,
TAWNA,1,"first mentioned",1881,"Iago, Rev. W.",,"in ground",inc,,pilsp,,complete,some,,Okasha/1993,1.68,visible,0.27,actual,0.34,actual,converted,5,6.25,visible,0,10.75,actual,1,1.5,actual,,0,,
TBYAN,1,"first mentioned",1870,"J. Polsue",,"in ground",earliest,,fcbas,,inc,good,,Okasha/1993,0.64,visible,1.12,actual,,uncertain,converted,2,1.25,visible,3,8,actual,,,uncertain,,0,,
TCKML,1,"first mentioned",1930,"S.A. Opie",,lost,lost,,n/a,,n/a,n/a,,n/a,-1,n/a,-1,n/a,-1,n/a,n/a,-1,-1,n/a,-1,-1,n/a,-1,-1,n/a,,0,,
TCROM,1,"first mentioned",1933,"Henderson, C. G.",,"in struct",earliest,,ind,,inc,good,,Okasha/1993,1.2,actual,0.4,actual,0.28,actual,converted,3,11.25,actual,1,3.75,actual,0,11,actual,,0,,
TCSTL,1,recognised,1878,"L. Price",,"in display",museum,,pilsp,,complete,good,,inc,,inc,0,inc,0,inc,inc,,,inc,,,inc,,,inc,,1,,
TEMAN,1,"first mentioned",1906,"H.S. Crawford",,"in ground",earliest,,pilsc,,complete,some,,Power/etal/1992,3.3,visible,0.36,actual,0.3,actual,Macalister/1945,11,0,visible,1,2,actual,1,0,actual,,1,,
TERMY,1,recognised,-1,"Mr O'Neill",,"in ground",earliest,,pilsp,,complete,good,,OSullivan/Sheehan/1996,0.7,visible,0.26,actual,0.19,actual,Macalister/1945,3,6,visible,1,1,actual,0,7,actual,,0,,
TFEIC,1,"first mentioned",1856,"J. Graves",,"in struct","on site",,slbns,,inc,inc,,converted,0.22,actual,0.7,actual,,actual,Macalister/1949,0,8.5,actual,2,3.5,actual,,,n/a,,0,,
TFEIC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFLYS,1,"non-arch dig",1904,workmen,,unattch,"on site",,pilsc,,complete,good,,converted,1.33,actual,0.36,actual,0.2,actual,Macalister/1945,4,4.5,actual,1,2,actual,0,8,actual,,1,,
TGARN,1,"first mentioned",1808,"S. Meyrick",,"in display",museum,,pilsc,,incomplete,good,,converted,0.65,actual,0.2,actual,0.1,actual,Macalister/1945,2,1.5,actual,0,8,actual,0,4,actual,,2,,
TGARN,2,"first mentioned",1808,"S. Meyrick",,"in display",museum,,pilsp,,incomplete,poor,,converted,0.67,actual,0.17,actual,0.2,actual,Macalister/1945,2,2.5,actual,0,6.5,actual,0,8,actual,,0,,
TGENE,1,"first mentioned",1938,"E. MacNeill",,"in struct",earliest,,slbcr,,complete,good,,Higgins/1987,0.55,actual,0.35,actual,,inc,converted,1,9.75,actual,1,1.75,actual,,,inc,,1,,
TGENE,2,"first mentioned",1872,Ferguson,,"in struct",earliest,,inc,,inc,good,,Higgins/1987,1.15,visible,0.87,visible,,inc,converted,3,9.25,visible,2,10.25,visible,,,inc,,0,,
TGONY,1,"first mentioned",1862,"E. Smirke",,"in struct",earliest,,pilsp,,n/a,good,,Oksaha/1993,1.43,actual,0.54,actual,0.18,visible,converted,4,8.25,actual,1,9.25,actual,0,7,visible,,1,,
THILL,1,inc,1890,inc,,"in ground",earliest,,inc,,inc,inc,,inc,-0.01,inc,-0.01,inc,-0.01,inc,converted,0,-0.01,inc,0,-0.01,inc,0,-0.01,inc,,0,,
THOTO,1,"first mentioned",1969,"G. Doyle",,"in display",other,,pilsp,,complete,good,,McManus/1991,1.46,actual,0.31,actual,0.2,actual,converted,4,9.5,actual,1,0.25,actual,0,7.75,actual,,0,,
TIHIL,1,"first mentioned",1897,"S. de C. Williams",,"in struct",earliest,,slbcr,,inc,inc,,converted,1.14,actual,0.74,actual,,inc,Macalister/1949,3,9,actual,2,5,actual,0,,n/a,,1,,
TIHIL,2,"first mentioned",1897,"S. de C. Williams",,lost,lost,,slbcr,,frgmntry,inc,,converted,,inc,,n/a,,n/a,Macalister/1949,,,inc,,,n/a,,,n/a,,1,,
TINAH,1,"in/on structure",1873,Foley,,"in display",museum,,pilsp,,complete,good,,converted,1.83,actual,0.3,actual,0.28,actual,Macalister/1945,6,0,actual,1,0,actual,0,11,actual,,0,,
TINAH,2,"in/on structure",1873,Foley,,"in display",museum,,pilsp,,complete,good,,converted,1.78,actual,0.43,actual,0.56,actual,Macalister/1945,5,10,actual,1,5,actual,1,10,actual,,0,,
TIRPH,1,"first mentioned",1861,"Stephens, Mr. T.",,"in display",museum,,pillp,,incomplete,some,,RCAHMW/1976,2.25,visible,1,actual,0.22,actual,Macalister/1945,7,5,visible,3,9,actual,1,9,actual,,0,,
TISAR,1,"first mentioned",1949,"R. A. S. Macalister",,unattch,other,,slbcr,,frgmntry,poor,,converted,0.71,actual,0.33,actual,,actual,Macalister/1949,2,4,actual,1,1,actual,,7,actual,,1,,
TLGMO,1,"first mentioned",1841,"Mr. E. Hawkesworth",,"in display",museum,,pilsp,,complete,poor,,converted,1.57,actual,0.53,actual,0.46,actual,Macalister/1945,5,2,actual,1,9,actual,1,6,actual,,0,,
TMINE,1,"first mentioned",1938,"E. O' Toole",,"in struct",earliest,,pilsp,,frgmntry,poor,,converted,1.07,actual,0.3,actual,0.25,actual,Macalister/1945,3,6,actual,1,0,actual,0,10,actual,,0,,
TMOUN,1,"first mentioned",1875,Wakeman,,inc,museum,,fragy,,incomplete,poor,,converted,0.43,actual,0.2,actual,0.1,actual,Macalister/1945,1,5,actual,0,8,actual,0,3.75,actual,,0,,
TMYLE,1,"arch excav",1979,"E. Rynne",,inc,other,,slbot,,complete,good,,Higgins/1987,85,actual,65,actual,25,actual,converted,278,10.5,actual,213,3,actual,82,0.25,actual,,1,,
TNTGL,1,"first mentioned",1879,"Maclean, J.",,"in ground",other,,fscwh,,incomplete,some,,Okasha/1993,1.09,visible,0.41,actual,0.18,actual,Macalister/1949,3,9.5,visible,1,2,actual,0,7,actual,,2,,
TNTIS,1,"arch excav",1998,"K. Brady",,inc,inc,,fragy,,incomplete,some,,Morris/1999,0.35,actual,0.2,actual,0,uncertain,converted,1,1.75,actual,0,7.75,actual,0,0,uncertain,,0,,
TOOCU,1,"in/on structure",1923,"P. Power",,"in struct",earliest,,pilsp,,complete,some,,converted,1.32,actual,0.38,actual,0.28,actual,Macalister/1945,4,4,actual,1,3,actual,0,11,actual,,1,,
TOURP,1,"first mentioned",1909,"H.S. Crawford",,"in ground",earliest,,slbcr,,frgmntry,some,,converted,0.34,actual,0.17,actual,0.03,actual,Macalister/1945,1,1.25,actual,0,6.75,actual,0,1,actual,,1,,
TOURP,2,"first mentioned",1909,"H.S. Crawford",,"in ground",earliest,,slbcr,,frgmntry,some,,converted,0.41,actual,0.18,actual,0.06,actual,"Macalister, R.A.S.,",1,4,actual,0,7.25,actual,0,2.25,actual,,1,,
TOURP,3,"first mentioned",1909,"H. S. Crawford",,"in ground",earliest,,slbcr,,frgmntry,some,,converted,0.28,actual,0.23,actual,,actual,Macalister/1949,0,11,actual,0,9,actual,0,3,actual,,1,,
TOURP,4,"first mentioned",1909,"H.S. Crawford",,"in ground",earliest,,slbcr,,frgmntry,some,,converted,0.28,actual,0.13,actual,0.05,actual,Macalister/1949,0,11,actual,0,5,actual,0,2,actual,,1,,
TOURP,5,"arch excav",1909,"H.S. Crawford",,"in ground",earliest,,slbcr,,incomplete,some,,converted,0.27,actual,0.18,actual,0.09,actual,Macalister/1949,0,10.75,actual,0,7.12,actual,0,3.5,actual,,1,,
TOURP,6,"first mentioned",1909,"H. S. Crawford",,unattch,"on site",,slbcr,,frgmntry,some,,converted,0.28,actual,0.24,actual,0.1,actual,Macalister/1949,0,11,actual,0,9.5,actual,0,4,actual,,1,,
TOURP,7,"first mentioned",1909,"H.S. Crawford",,unattch,"on site",,slbcr,,inc,inc,,converted,0.67,actual,0.2,actual,0.13,actual,Macalister/1949,2,2.5,actual,0,8,actual,0,5.25,actual,,1,,
TOURP,8,"first mentioned",1909,"H.S. Crawford",,unattch,"on site",,cbase,,frgmntry,some,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,9,"arch excav",1949,"Prof. M.V. Duigan",,inc,inc,,slbcr,,inc,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,10,"arch excav",1949,"Prof. M.V. Duigan",,inc,inc,,slbns,,frgmntry,n/a,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,11,"arch excav",1949,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,some,,converted,,inc,,inc,,inc,Macalister/1949,0,,inc,,,inc,,,inc,,1,,
TOURP,12,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbns,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,13,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,14,"arch excav",199,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,inc,,converted,,inc,,inc,,inc,"Macalister, R.A.S.,",,,inc,,,inc,,,inc,,1,,
TOURP,15,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,ind,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,16,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,ind,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,17,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,18,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,19,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,20,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,21,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbns,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,,,
TOURP,22,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbns,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,23,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,slbcr,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,1,,
TOURP,24,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,ind,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,25,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,ind,,frgmntry,poor,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,26,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,inc,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,27,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,ind,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,28,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,inc,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,29,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,inc,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,30,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,inc,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TOURP,31,"arch excav",1909,"Prof. M.V. Duigan",,inc,inc,,inc,,frgmntry,inc,,converted,,inc,,inc,,inc,Macalister/1949,,,inc,,,inc,,,inc,,0,,
TPBNN,1,"first mentioned",1872,Ferguson,,"in ground",earliest,,slbns,,frgmntry,good,,Higgins/1987,0.5,visible,0.41,uncertain,0.12,visible,converted,1,7.75,visible,1,4.25,uncertain,0,4.75,visible,,1,,
TPBNN,2,"first mentioned",1872,Ferguson,,"in struct",earliest,,slbns,,inc,inc,,converted,0.41,visible,0.41,visible,0.41,visible,Macalister/1949,1,4,visible,1,4,visible,1,4,visible,,0,,
TPBNN,3,"first mentioned",1872,Ferguson,,lost,lost,,slbns,,inc,n/a,,converted,0.71,uncertain,0.38,uncertain,,inc,Macalister/1949,2,4,uncertain,1,3,uncertain,0,,inc,,1,,
TRALE,1,"in/on structure",1945,"Mr. E. MacWhite",,"in struct",earliest,,pilsp,,incomplete,poor,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
TRAWS,1,"first mentioned",1698,"E. Lhwyd",,"in display",museum,,pillp,,incomplete,some,,converted,0.69,actual,1.02,actual,0.18,actual,Macalister/1945,2,3,actual,3,4,actual,0,7,actual,,0,,
TRLLW,1,"in/on structure",1856,workmen,,"in display","on site",,pilsc,,complete,some,,converted,1.75,actual,0.36,actual,0.13,actual,Macalister/1945,5,9,actual,1,2,actual,0,5,actual,,1,,
TRSCO,1,"first mentioned",1868,"J. Bannister",,"in ground",earliest,,pilsp,,frgmntry,good,,Okasha/1993,0.76,visible,0.37,actual,-1,ind,Macalister/1945,2,10,visible,1,2,actual,-1,-1,ind,,0,,
TRVNG,1,"first mentioned",1890,"A. Langdon",,"in struct",other,,pilsp,,inc,inc,,Okasha/1993,1.34,actual,0.22,actual,0.01,ind,converted,4,4.75,actual,0,8.75,actual,0,0.01,ind,,1,,
TRWSF,1,recognised,1952,"B. Williams",,"in display",museum,,fragy,,frgmntry,poor,,converted,0.46,actual,0.22,actual,0.1,actual,Hemp/Gresham/1961,1,6,actual,0,8.5,actual,0,4,actual,,0,,
TSLTN,1,"first mentioned",1851,ind,,"in struct",other,,eccal,,complete,some,,Okasha/1993,0.96,actual,0.72,actual,0.25,actual,Macalister/1949,3,1,actual,2,4,actual,0,7,actual,,1,,
TUAM,1,"first mentioned",1949,"R. A. S. Macalister",,inc,lost,,fragy,,frgmntry,inc,,converted,0.18,actual,0.09,actual,,n/a,Macalister/1949,0,7.25,actual,0,3.5,actual,0,,n/a,,0,,
TUAM,2,"first mentioned",1853,"G. Petrie",,"in ground",earliest,," fcbas",,frgmntry,some,,Harbison/1992,0.65,actual,1.66,actual,1.1,actual,converted,2,1.5,actual,5,5.25,actual,3,7.25,actual,,2,,
TUAMG,1,recognised,1909,"T.J. Westropp",,inc,"on site",,slbcr,,inc,inc,,,,,,,,,,,,,,,,,,,,1,,
TULHE,1,"first mentioned",1852,Prim,,"in display",other,,pilsp,,incomplete,poor,,converted,0.69,actual,0.48,actual,0.23,actual,Macalister/1949,2,3,actual,1,7,actual,0,9,actual,,0,,
TULLA,1,"first mentioned",1900,"Srgt. Lyons",,"on ground","on site",,pilsp,,complete,some,,converted,1.96,visible,0.48,inc,0.48,inc,Macallister/1945,6,5,visible,1,7,inc,1,7,inc,,0,,
TULYS,1,"first mentioned",1851,"J. Windele",,"in struct","on site",,slbcr,,complete,some,,Henderson/Okasha/1992,0.95,actual,0.63,actual,0.07,actual,converted,3,1.5,actual,2,0.75,actual,0,2.75,actual,,1,,
TULYS,2,"first mentioned",1851,"J. Windele",,"in display",museum,,ind,,frgmntry,some,,Henderson/Okasha/1992,0.13,actual,0.14,actual,0.02,actual,converted,0,5,actual,0,5.5,actual,0,0.75,actual,,1,,
TULYS,3,"first mentioned",1933,"H.J. Leask",,"in display",museum,,ind,,frgmntry,some,,Henderson/Okasha/1992,0.21,actual,0.18,actual,0.04,actual,converted,0,8.25,actual,0,7,actual,0,1.5,actual,,1,,
TULYS,4,"first mentioned",1930,"J. Linehan",,"in display",museum,,ind,,frgmntry,some,,Henderson/Okasha/1992,0.08,actual,0.11,actual,0.02,actual,converted,0,3.25,actual,0,4.25,actual,0,0.75,actual,,0,,
TULYS,5,"first mentioned",1894,"H.J. Leask",,lost,lost,,slbcr,,n/a,n/a,,Henderson/Okasha/1992,,n/a,,n/a,,n/a,,,,,,,,,,,,1,,
TVRRK,1,"first mentioned",1892,"J.H. Matthews",,"in struct",earliest,,ind,,incomplete,some,,Okasha/1993,0.75,actual,0.43,actual,0.01,ind,converted,2,5.5,actual,1,5,actual,,0.01,ind,,0,,
TVST1,1,"first mentioned",1804,"Bray, E. A.",,"in ground",other,,pilsp,,complete,good,,Okasha/1993,2,visible,0.51,actual,0.27,actual,Macalister/1945,6,7,visible,1,8,actual,0,11,actual,,0,,
TVST2,1,"first mentioned",1797,"Polwhele, R.",,"in ground",other,,pilsp,,complete,some,,Okasha/1993,2.2,visible,0.44,actual,0.34,actual,Macalister/1945,6,2,visible,1,4,actual,1,1,actual,,0,,
TVST3,1,recognised,1834,"Bray, E. A.",,"in ground",other,,pilsp,,complete,good,,Okasha/1993,1.52,visible,0.43,actual,0.3,actual,Macalister/1945,4,8,visible,1,5,actual,0,11,actual,,1,,
TVST4,1,"first mentioned",1834,"Bray, E. A.",,lost,lost,,recmo,,n/a,n/a,,n/a,0,n/a,0,n/a,0,n/a,n/a,0,0,n/a,0,0,n/a,0,0,n/a,,0,,
TVST4,2,"first mentioned",1834,"Bray, E. A.",,lost,lost,,slbns,,n/a,n/a,,n/a,0,n/a,0,n/a,0,n/a,n/a,0,0,n/a,0,0,n/a,0,0,n/a,,0,,
TWINT,1,"first mentioned",1939,"Ellis, G. E.",,"in ground",earliest,,fcbas,,complete,good,,Okasha/1993,0.95,visible,0.73,actual,0.73,actual,converted,3,1.5,visible,2,4.75,actual,2,4.75,actual,,0,,
TWYFO,1,"first mentioned",1907,"H. S. Crawford",,"in ground",earliest,,fccA11a1,,complete,good,,Harbison/1992,2.1,actual,1.06,actual,0.27,actual,converted,6,10.75,actual,3,5.75,actual,0,10.75,actual,,4,,
TWYN1,1,"first mentioned",-1,"Gough's Camden",,lost,lost,,ind,,n/a,n/a,,n/a,,ind,,ind,,ind,n/a,,,ind,,,ind,,,ind,,0,,
TWYN1,2,"first mentioned",-1,"Gough's Camden",,"in display","on site",,pilsc,,incomplete,some,,converted,2.18,actual,0.25,actual,0.2,actual,Macalister/1949,7,2,actual,0,10,actual,0,8,actual,,2,,
UNPR1,1,n/a,,"Canon Grainger",,"in display",museum,,pillp,,complete,inc,,converted,0.91,actual,0.48,actual,0.17,actual,Macalister/1949,3,0,actual,1,7,actual,0,6.75,actual,,0,,
VAENR,1,"first mentioned",1695,"Gibbs Camden (Lhwyd,",,lost,lost,,pilsc,,n/a,n/a,,converted,-0.01,n/a,-0.01,n/a,0.01,n/a,n/a,,-0.01,n/a,,-0.01,n/a,,-0.01,n/a,,1,,
VRTOU,1,"first mentioned",1866,"Ch. Marionneau",,"in display",museum,,slbot,,incomplete,some,,Costa/1964,0.16,actual,0.2,uncertain,0.15,actual,converted,0,6.25,actual,0,7.75,uncertain,0,6,actual,,1,,
VSCHE,1,"arch excav",1985,"J-P. Bardel",,inc,museum,inc4£U,slbbd,,incomplete,good,,,,,,,,,,,,,,,,,,,,1,,
VSCHE,2,"arch excav",1985,"J-P. Bardel",,"in display",museum,inc5£U,slbbd,,incomplete,some,,,,,,,,,,,,,,,,,,,,1,,
WHFLD,1,"first mentioned",1853,"The Macgillicuddy",,unattch,museum,,pilsp,,inc,some,,converted,1.14,actual,0.3,actual,0.13,actual,Macalister/1945,3,9,actual,1,0,actual,0,5,actual,,0,,
WHFLD,2,"first mentioned",1853,"The MacGillicuddy",,unattch,museum,,pilsp,,inc,some,,converted,1.42,actual,0.3,actual,0.15,actual,Macalister/1945,4,8,actual,1,0,actual,0,6,actual,,0,,
WHFLD,3,"first mentioned",1853,"The MacGillicuddy",,unattch,museum,,pilsp,,incomplete,some,,converted,0.99,visible,0.23,actual,0.2,actual,Macalister/1945,3,3,visible,0,9,actual,0,8,actual,,1,,
WHFLD,4,"first mentioned",1853,"The MacGillicuddy",,unattch,museum,,pilsp,,inc,some,,converted,0.99,actual,3.05,actual,0.23,actual,Macalister/1945,3,3,actual,10,0.25,actual,0,9,actual,,0,,
WHFLD,5,"first mentioned",1853,"The MacGillicuddy",,lost,lost,,pilsp,,incomplete,some,,converted,1.35,uncertain,0.58,uncertain,0.23,n/a,Macalister/1945,4,5,uncertain,1,11,uncertain,0,9,n/a,,0,,
WHISL,1,"first mentioned",1879,"Wakeman, W. F.",,lost,lost,,ind,,n/a,n/a,,n/a,-0.01,ind,-0.01,ind,-0.01,ind,n/a,,-0.01,ind,,-0.01,ind,,-0.01,ind,,0,,
WHIT1,1,"arch excav",1888,"W. Galloway",,"in display",museum,,pilsp,,complete,good,,converted,,actual,0.51,actual,,actual,Macalister/1945,4,,actual,1,8,actual,,6.5,actual,,1,,
WHIT2,1,"first mentioned",1760,"Pococke, Richard",,"in display",museum,,slbcr,,complete,some,,converted,1.22,uncertain,0.38,actual,0.24,actual,Allen/Anderson/1903/III,4,,uncertain,1,3,actual,,9.25,actual,,1,,
WHSTL,1,"first mentioned",1869,"Bannister, J.",,"in struct",earliest,,pilsp,,incomplete,some,,Okasha/1993,2.07,actual,0.35,actual,0.15,actual,converted,6,9.5,actual,1,1.75,actual,0,6,actual,,0,,
WINDG,1,recognised,1851,"Du Noyer",,"on ground",earliest,,pilsp,,inc,some,,converted,1.37,actual,0.42,actual,0.15,actual,Macalister/1945,4,6,actual,1,4.5,actual,0,6,actual,,0,,
WINDG,2,recognised,1850,inc,,lost,lost,,inc,,inc,inc,,converted,,inc,,inc,,inc,Macalister/1945,,,inc,,,inc,,,inc,,0,,
WLTNW,1,"non-arch dig",1939,"grave diggers",,unattch,"on site",,pilsc,,complete,good,,converted,0.86,actual,0.32,actual,0.19,actual,Kay/1958,2,10,actual,1,0.5,actual,0,7.5,actual,,4,,
WLTWN,1,"first mentioned",1858,"Blight, J. T.",,"in ground",other,,pilsp,,complete,good,,Okasha/1993,1.34,visible,0.3,actual,0.26,actual,Macalister/1945,4,6,actual,1,,actual,,10,actual,,1,,
WNESS,1,"non-arch dig",1946,inc,,"in display",museum,,ind,,frgmntry,poor,,Forsyth/1996,0.18,actual,0.22,actual,0.07,actual,converted,0,7,actual,0,8.75,actual,0,2.75,actual,,1,,
WNSFD,1,"first mentioned",1890,"Page, J. L. W.",,"in ground",earliest,,pilsp,,complete,some,,Okasha/1993,1.29,visible,0.37,actual,0.2,actual,Macalister/1945,3,11.5,visible,1,1.75,actual,,7.75,actual,,0,,
WPITD,1,"first mentioned",1838,Penaluna,,"in ground","on site",,fcsB,,incomplete,some,,Okasha/1993,2.04,visible,0.66,actual,0.27,actual,Macalister/1949,6,9,visible,2,1,actual,0,11,actual,,4,,
WRHAM,1,"in/on structure",1840,workmen,,"in struct","on site",,rrarc,,incomplete,some,,inc,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,0,,
WRHAM,2,"in/on structure",1840,workmen,,unattch,"on site",,rrarc,,incomplete,some,,inc,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,0,,
WRHAM,3,"in/on structure",1840,workmen,,"in struct","on site",,pilsp,,incomplete,some,,converted,1.15,actual,0.28,actual,0,uncertain,Macalister/1949,3,9.25,actual,0,11,actual,0,0.01,uncertain,,0,,
WRHAM,4,"in/on structure",1840,workmen,,unattch,"on site",,rrarc,,incomplete,some,,inc,,inc,,inc,,inc,inc,,,inc,,,inc,,,actual,,0,,
WRHAM,5,"in/on structure",1840,workmen,,"in struct","on site",,pilsp,,incomplete,some,,inc,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,0,,
